ID,Evidence level,Family,Experiment,Result,Verdict,Primary source,Status,Evidence tier,Overlap cluster,Update batch
M198,Positive mechanism result,Hybrid structured residual,Smoothed-network complete-block residual Gate A,"Full smoothing gives genuine blockwise residual reductions: S_r/S_f≈0.0392 at alpha0.2, about0.064 at0.25, about0.242-0.249 at0.5, and0.553 at1.0. Rank128 anchor is about0.949 blockwise despite0.597 pointwise.",This is the first anchor family measured to preserve design cancellation. It is not a candidate until E[g] is obtained analytically or much more cheaply than E[f].,Pasted text(67).txt gateA.py / alpha scan,Mechanism passed / estimator unresolved,Local complete-block empirical,Hybrid control variate,2026-07-31 v30 local-results audit
M199,Completed matched-cost experiment,Hybrid structured residual,Honestly accounted smoothed-anchor hybrid,At matched cost: R8 direct@2R=1.278e-6 versus hybrid alpha0/0.1/0.2/0.35=2.973e-6/2.940e-6/3.038e-6/4.744e-6; R16 direct5.851e-7 versus1.630e-6/1.608e-6/1.713e-6/3.382e-6; R64 direct1.839e-7 versus4.739e-7/4.655e-7/6.549e-7/2.464e-6.,Closes the sampled-moment smoothed-anchor hybrid: uniformly about2-2.7x worse when anchor moments and both trajectories are fully charged. Earlier10.02x and5687x outputs were accounting artifacts and are quarantined.,Pasted text(67).txt honest.py and artifact audit,Closed / artifacts rejected,Matched-cost grouped local empirical,Hybrid control variate,2026-07-31 v30 local-results audit
M200,Completed local closure experiment,Hybrid analytic anchor,Purely analytic smoothed-network Gaussian closure,Layer16 closure error alpha0/0.25/0.5/1/2 =1.659e-2/1.668e-2/1.592e-2/1.204e-2/5.644e-3; layer29=1.360e-2/1.364e-2/1.309e-2/9.982e-3/5.268e-3. Required mild-smoothing error was about6.6e-4.,The tractability and residual regimes do not overlap: alpha<=0.35 preserves a useful residual but barely improves closure; alpha2 improves closure only2.6x and leaves residual ratio about0.805. Close this smoothed-anchor family.,Pasted text(67).txt anchor_closure.py,Closed tested family,Local empirical,Hybrid analytic anchor,2026-07-31 v30 local-results audit
M201,Partial oracle ladder result,Conditional Gaussian mixture,Full covariance mixture K sweep,"K32 improves sigma closure by3.08x at layer16 and3.82x at layer29, reaching5.33e-3 and3.58e-3 respectively; mean reported about4.8e-3 against3e-3 gate. K64-128 projected dense transforms exceed or pressure the0.1 compute floor.","Real copula mechanism, but full-covariance K32 fails and naive scaling is uneconomic. Use as a bracket for tied/shared-low-rank covariance modulation.",Pasted text(67).txt covmix.py,Partial fail / mechanism positive,Local oracle empirical,Latent joint-state realizability,2026-07-31 v30 local-results audit
M202,Oracle representation bracket,Latent joint-state,Location-latent rank sweep,"Reported layer29 sigma error r32=2.37e-3 and r64=8.6e-4; mean r64 about1.96e-3, passing the3e-3 representation gate. Marginals recover only about5-11% of the gain, so useful information is89-95% joint/copula.",Proves a sufficiently rich latent state can represent the missing geometry. Current particle realization is not economically deployable; seek deterministic/analytic compression rather than more particles.,Pasted text(67).txt local latent comparison,Oracle pass / implementation negative,Local oracle empirical,Latent joint-state realizability,2026-07-31 v30 local-results audit
M203,Completed tested-feature experiment,Full-weight observability,Weight/state-aware leave-one-network-out predictor,"Twenty-nine features,25,600 network-neuron observations: leave-one-network-out R2 about-0.018 to-0.002, sign at chance, and worse MSE.",Close this handcrafted weight/state feature class. Do not label the complete quotient function information-theoretically closed.,Pasted text(67).txt local priority review,Closed tested subclass,Grouped local empirical,Full-weight learning / observability,2026-07-31 v30 local-results audit
M204,Superseded canonical synthesis,V30 synthesis,Hybrid closures and narrowed analytic frontier,"V30 stopped before the final direct-evaluation, official-harness and root-estimator results.",Superseded by M211/V31. Preserve as historical cutoff.,V30 ledger and memo,Superseded,Canonical history,V30 synthesis,2026-07-31 v31 final local audit
T106,Mechanistic closure in tested expansion family,Conditional Gaussian mixture,Mean-spread obstruction to shared-reference Taylor evaluation,Re-centering second-order expansion from global covariance to pooled-within covariance reduced covariance offsets substantially (layer29 K64:0.574 to0.357) while error worsened from4.00e-3 to5.41e-3. The unchanged component-mean offsets dominate.,"Within the tested global/shared-reference Taylor family, increasing K necessarily spreads component means, so reference density must scale approximately with K. This closes first/second-order shared-reference approximations, not arbitrary non-expansion algorithms.",Pasted text(68).txt pooled-within experiment,Scoped closure,Local empirical + mechanism,Mixture evaluation,2026-07-31 v31 final local audit
T107,Rank-cost squeeze in tested direct family,Conditional Gaussian mixture,Low-rank Hermite/direct next-variance evaluation,"Affordable rank from the stated5.7e5 FLOP/component budget is r<=4.4. Measured next-variance errors at layers16/29: r4=0.216/0.174, r16=0.0544/0.0400, r64=0.00673/0.00376, r128=0.000786/0.000223. Only r128 meets the1.5e-3 gate.","For the tested low-rank factorization, required r128 makes2n^2r approximately n^3, eliminating the shortcut. This is not an information-theoretic lower bound for every structured diagonal algorithm.",Pasted text(68).txt rank sweep,Scoped closure,Local empirical + cost identity,Mixture evaluation,2026-07-31 v31 final local audit
M205,Completed reference-centering experiment,Conditional Gaussian mixture,Pooled-within covariance Taylor expansion,"At layer16 K64, covariance offset norm fell0.586 to0.476 while second-order error changed5.39e-3 to5.58e-3. At layer29, offset fell0.574 to0.357 while error changed4.00e-3 to5.41e-3.",Closes pooled-within recentering and supports mean-offset domination of the shared-reference expansion error.,Pasted text(68).txt Gate2 recentering,Closed tested construction,Local empirical,Mixture evaluation,2026-07-31 v31 final local audit
M206,Completed direct diagonal evaluation audit,Conditional Gaussian mixture,Hermite plus low-rank covariance extraction,Rank sweep requires r128 for the next-layer variance error gate; r4 is17-22% error and about145x over the1.5e-3 budget. At r128 the claimed cost2n^2r≈1.7e7 equals n^3≈1.68e7.,Closes the tested low-rank Hermite/direct-diagonal shortcut. Exact componentwise evaluation remains the same order.,Pasted text(68).txt direct/Hermite audit,Closed tested construction,Local empirical + cost accounting,Mixture evaluation,2026-07-31 v31 final local audit
M207,Final local mixture evaluation synthesis,Conditional Gaussian mixture,Accuracy-representation-evaluation squeeze,Reported accurate representation reaches delta≈1.781e-3 at K=1536. Exact evaluation costs8.68e7 per component and caps aroundK100; first/second-order Taylor costs2.6e5 but fails from structural mean spread; direct/Hermite low-rank needs r128 and costs approximately n^3.,Strongly close the current heteroscedastic-mixture implementation program. Preserve only the tied/shared-covariance recurrence as a scope-specific exception requiring independent reproduction.,Pasted text(68).txt final table,Mostly closed / replication gate,Cross-method local synthesis,Mixture evaluation,2026-07-31 v31 final local audit
M208,Official-harness production benchmark,Shipping baseline,129-basis estimator on official Phase-1 Mini 100,Reported whest subprocess run: adjusted final-layer score1.4641716e-7; raw MSE2.2819432e-7; mean multiplier0.6427; effective compute1.748e11; estimator FLOPs1.70873e11 per MLP;0/100 failures. Local prediction2.2826e-7 matched raw MSE within0.03%.,Production baseline is end-to-end validated on the exposed official Mini split. Keep as the only runnable candidate while research continues.,Pasted text(68).txt; reported archived official_129basis_mini100_20260731.json,Production validated,"Official exposed harness, reported locally",Shipping baseline,2026-07-31 v31 final local audit
M209,Deployment incompatibility found,Shipping candidate hygiene,Root estimator.py under FlopScope0.9.1,Reported2/2 smoke-test failure with TypeError: dot() got an unexpected keyword argument 'out'; failures force multiplier1 and zeros-baseline score about0.83.,Quarantine root estimator.py from every submission and comparison path until ported and revalidated. It is not a statistical alternative in its current form.,Pasted text(68).txt root smoke test,Broken / quarantined,Official-like local runtime,Deployment,2026-07-31 v31 final local audit
M210,New robustness diagnostic,Shipping baseline,Official Mini per-network tail decomposition,Reported best raw/adjusted network error3.57e-8 and worst8.52e-7; the worst is about5.8x the mean and contributes roughly6% of total100-network loss.,Run a no-fit tail mechanism audit across all exposed development networks. Promote only a network-independent mechanism that reduces grouped tails without harming mean score; do not tune to the single worst network.,Pasted text(68).txt official per-MLP summary,Open diagnostic / low upside,Exposed official Mini,Robustness,2026-07-31 v31 final local audit
M211,Canonical final-local reconciliation,V31 synthesis,Mixture evaluation closure and official baseline validation,"Final local work closes shared-reference Taylor and low-rank direct evaluation, validates the shipped baseline end-to-end, quarantines the root estimator, and identifies a heavy official-Mini tail. The local author explicitly requests independent reproduction after multiple self-corrections.","No deployable improvement. Independently reproduce M205-M208, run one exact tied/shared-covariance exception, then promote M194 as the leading mathematical class escape. Keep M189/M193 as cheap bounded falsifiers.",Pasted text(68).txt plus v30 ledger,Canonical synthesis,Cross-result reconciliation,V31 synthesis,2026-07-31 v31 final local audit
